N,P,K,ph,crop
100,52.0,19.0,7.903528672999999,cotton
129,43.0,16.0,6.73210948,cotton
118,44.0,23.0,6.6916904760000016,cotton
117,43.0,25.0,7.839849298,cotton
126,37.0,21.0,6.61448588,cotton
120,48.0,16.0,7.456971816,cotton
102,45.0,16.0,7.2942193,cotton
131,56.0,20.0,7.762647875,cotton
114,40.0,17.0,6.363406102000001,cotton
101,37.0,18.0,7.63737841,cotton
106,46.0,20.0,6.2006719760000015,cotton
113,38.0,20.0,6.364729934,cotton
102,53.0,21.0,6.913678684,cotton
110,39.0,18.0,7.766259768999999,cotton
107,58.0,15.0,7.55606399,cotton
120,60.0,15.0,7.288377241,cotton
89,47.0,38.0,6.002524871,jute
60,37.0,39.0,6.033485257000001,jute
63,41.0,45.0,7.121933578999999,jute
86,40.0,39.0,6.207459637,jute
96,41.0,40.0,6.090060478,jute
100,35.0,36.0,6.346715209,jute
63,37.0,43.0,6.661957897000001,jute
70,43.0,40.0,6.176860192,jute
67,55.0,44.0,7.251847296,jute
74,40.0,40.0,6.386259977999999,jute
89,53.0,44.0,7.319735475,jute
74,46.0,45.0,6.025028997000001,jute
89,41.0,38.0,6.344751947000001,jute
60,55.0,40.0,7.02777956,jute
67,43.0,38.0,7.299304715,jute
70,38.0,35.0,7.014063944,jute
74,49.0,38.0,7.4880144039999985,jute
90,40.0,39.0,6.626503893,jute
82,35.0,44.0,6.239011,jute
73,45.0,37.0,6.742688094,jute
85,53.0,38.0,6.588017308,jute
81,56.0,36.0,7.097586415,jute
84,55.0,38.0,6.956682742999999,jute
80,45.0,42.0,7.380396262,jute
76,54.0,45.0,6.176618831,jute
76,56.0,39.0,6.551130445,jute
81,40.0,45.0,6.427726565,jute
76,44.0,45.0,6.740947635,jute
69,47.0,40.0,6.130136384,jute
82,40.0,45.0,6.667633355,jute
69,57.0,35.0,6.1868143920000005,jute
81,36.0,38.0,6.334837865,jute
67,60.0,38.0,7.16214284,jute
72,51.0,40.0,7.422318499,jute
65,39.0,45.0,6.768001309,jute
78,50.0,43.0,6.348441469,jute
77,52.0,41.0,6.097294061,jute
89,52.0,42.0,6.14132902,jute
62,49.0,37.0,7.479248124,jute
90,48.0,45.0,6.509174788999999,jute
66,47.0,36.0,6.57256106,jute
80,52.0,39.0,7.165696848,jute
89,52.0,45.0,7.207457207999999,jute
77,51.0,44.0,7.124333547000001,jute
94,37.0,41.0,6.4635387070000005,jute
75,41.0,35.0,6.856833064,jute
60,55.0,36.0,7.132389299,jute
62,56.0,35.0,6.235357637999999,jute
84,40.0,42.0,6.704273839,jute
100,56.0,40.0,7.433313409,jute
75,56.0,44.0,6.109478059,jute
78,46.0,42.0,7.095413294,jute
82,48.0,36.0,6.352076782999999,jute
100,58.0,41.0,6.6587699910000016,jute
88,50.0,40.0,7.0518224720000005,jute
67,41.0,40.0,7.333143205,jute
72,42.0,43.0,6.352771037,jute
89,40.0,43.0,7.124050134,jute
89,57.0,43.0,6.998787171,jute
61,41.0,44.0,6.537914957999999,jute
79,45.0,43.0,7.171054239,jute
84,40.0,43.0,7.228268227999999,jute
98,43.0,35.0,7.319952206,jute
75,36.0,44.0,6.613341342999999,jute
89,58.0,35.0,6.096838784,jute
91,41.0,37.0,6.132570522999999,jute
77,48.0,36.0,7.36008498,jute
66,58.0,35.0,7.321619041,jute
62,59.0,41.0,7.175170657000001,jute
82,35.0,35.0,7.299076163,jute
61,41.0,35.0,6.842966478999998,jute
99,57.0,38.0,6.356295567999999,jute
70,42.0,43.0,6.508342839,jute
90,59.0,35.0,7.098227926,jute
73,43.0,42.0,6.310699968,jute
67,46.0,44.0,7.093328631,jute
84,37.0,42.0,6.691074249,jute
72,41.0,36.0,6.187746776,jute
71,56.0,37.0,6.491506245,jute
64,53.0,38.0,6.855362875,jute
65,54.0,39.0,7.124571593,jute
60,58.0,37.0,6.067302109,jute
86,39.0,43.0,6.432051512,jute
90,50.0,44.0,6.253408852000001,jute
91,38.0,36.0,7.287318722999999,jute
87,48.0,38.0,7.161865733,jute
72,41.0,36.0,6.065898282999999,jute
71,54.0,35.0,7.311077075,jute
82,46.0,41.0,6.581693772,jute
71,52.0,43.0,6.732826127,jute
80,43.0,43.0,6.014572075,jute
77,55.0,43.0,6.663559451,jute
95,57.0,41.0,6.434610995,jute
63,47.0,35.0,7.432768147000001,jute
93,43.0,38.0,6.987332927000001,jute
87,44.0,43.0,6.718725189,jute
88,52.0,39.0,6.880204617,jute
90,39.0,37.0,6.86106911,jute
90,39.0,43.0,6.7693455,jute
84,38.0,43.0,7.26158085,jute
91,21.0,26.0,7.261313694,coffee
107,21.0,26.0,7.235070264,coffee
83,38.0,35.0,7.18915558,coffee
108,24.0,31.0,6.431899747999999,coffee
116,28.0,34.0,6.42321105,coffee
116,23.0,25.0,6.869720196,coffee
109,31.0,27.0,6.973839707000001,coffee
89,25.0,34.0,7.184801627000001,coffee
118,18.0,32.0,6.351823783,coffee
111,32.0,34.0,6.392048018,coffee
84,36.0,28.0,6.119892347,coffee
85,33.0,25.0,6.910823945,coffee
99,15.0,27.0,6.501157208,coffee
81,30.0,31.0,7.027585558999999,coffee
95,39.0,29.0,7.13411409,coffee
81,34.0,30.0,6.6477659970000005,coffee
80,15.0,28.0,6.703270635,coffee
104,20.0,26.0,7.493191968,coffee
109,29.0,28.0,6.724688502999999,coffee
100,32.0,26.0,6.043485685,coffee
100,24.0,28.0,7.101661011,coffee
83,21.0,28.0,7.466900682999999,coffee
120,23.0,28.0,6.877799264,coffee
104,26.0,30.0,6.410992833,coffee
108,33.0,31.0,7.393825704,coffee
91,25.0,26.0,7.482414225,coffee
86,26.0,27.0,6.081172981,coffee
98,18.0,27.0,6.516312148,coffee
111,27.0,31.0,6.0433309510000015,coffee
84,39.0,35.0,6.959404135,coffee
98,27.0,27.0,7.238109556,coffee
118,21.0,34.0,7.234258375,coffee
103,27.0,31.0,6.691541233,coffee
82,24.0,33.0,6.809593554,coffee
86,31.0,35.0,6.485761419,coffee
88,35.0,35.0,6.784460602,coffee
84,27.0,29.0,7.167092586,coffee
120,40.0,33.0,6.73410539,coffee
106,40.0,30.0,6.779984384,coffee
113,21.0,33.0,7.277422737999999,coffee
117,34.0,25.0,7.21270048,coffee
80,30.0,25.0,7.487266991,coffee
88,21.0,27.0,7.231166546,coffee
113,33.0,34.0,6.559817161000002,coffee
87,23.0,28.0,6.979590627,coffee
113,15.0,29.0,6.779230041,coffee
98,29.0,30.0,6.217974349,coffee
97,29.0,27.0,7.205078785,coffee
85,35.0,32.0,6.854011265,coffee
82,29.0,35.0,6.246872394,coffee
103,33.0,25.0,6.911066044,coffee
112,17.0,28.0,6.777417989,coffee
99,19.0,33.0,6.273741983,coffee
120,20.0,34.0,6.906124587000001,coffee
114,27.0,28.0,7.162802357,coffee
100,40.0,35.0,6.9557873510000015,coffee
108,35.0,25.0,6.971963169,coffee
115,31.0,30.0,6.840927967000001,coffee
87,28.0,30.0,6.536676653,coffee
82,24.0,26.0,6.089443602999999,coffee
94,26.0,27.0,7.456460375,coffee
87,28.0,35.0,6.759211911,coffee
118,40.0,35.0,7.460174812000001,coffee
87,38.0,29.0,6.652642579,coffee
92,40.0,30.0,6.026287448,coffee
97,22.0,26.0,6.074190142000001,coffee
99,40.0,32.0,7.0455430560000005,coffee
89,28.0,33.0,6.9932360010000005,coffee
112,39.0,29.0,6.726528895,coffee
111,28.0,26.0,6.937352845,coffee
114,20.0,26.0,7.27905689,coffee
117,26.0,30.0,7.079850922,coffee
111,29.0,31.0,6.136286518,coffee
119,30.0,28.0,6.5052036960000015,coffee
116,40.0,33.0,7.042089492000001,coffee
95,37.0,35.0,6.348337518999998,coffee
86,40.0,33.0,7.432322234,coffee
117,37.0,32.0,6.787658922,coffee
105,18.0,35.0,6.743417121,coffee
109,23.0,25.0,7.00733163,coffee
80,18.0,31.0,7.303033217,coffee
101,31.0,26.0,6.861235184,coffee
103,33.0,33.0,7.131435858,coffee
93,26.0,27.0,7.288211994,coffee
104,35.0,28.0,6.983732393,coffee
116,36.0,25.0,6.172090205,coffee
107,38.0,29.0,6.35118177,coffee
101,33.0,33.0,6.908671378999999,coffee
107,31.0,31.0,6.766184468,coffee
99,16.0,30.0,6.392791654,coffee
103,40.0,30.0,6.3483162570000005,coffee
118,31.0,34.0,6.123796057000001,coffee
106,21.0,35.0,7.4285236339999985,coffee
116,38.0,34.0,6.020947179,coffee
97,35.0,26.0,6.334610249,coffee
107,34.0,32.0,6.78006386,coffee
99,15.0,27.0,6.086922359,coffee
118,33.0,30.0,6.362607851,coffee
117,32.0,34.0,6.758792552,coffee
104,18.0,30.0,6.779832611000002,coffee
